Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,29.64,41.54,-40.57,58.15,5.51,-26.67,8.11,-23.85,-36.51,74.95,
Free Cash Flow Growth % YOY,40.51,55.9,-45.18,62.91,-2.27,-23.12,8.94,-37.6,-41.07,123.49,
Cap Ex as a % of Sales,5.81,4.65,3.92,5.14,6.97,4.62,4.73,7.5,5.34,4.89,9.26
Free Cash Flow/Sales %,21.85,31.16,15.94,24.57,22.82,18.85,20.08,14.76,8.55,17.97,16.9
Free Cash Flow/Net Income,1.38,-3.06,0.8,1.12,1.27,1.04,0.99,1.21,0.71,1.39,1.71
