Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-49.34,670.13,47.39,-32.55,-22.65,-53.4,220.0,-14.34,-73.05,61.15,
Free Cash Flow Growth % YOY,-61.5,1119.44,71.98,-37.88,-44.56,,,-36.27,-74.77,142.34,
Cap Ex as a % of Sales,2.84,3.44,1.83,2.33,3.63,5.17,3.46,19.18,6.78,1.96,1.91
Free Cash Flow/Sales %,2.49,9.81,11.63,9.06,4.81,-1.12,5.81,16.74,5.25,3.73,-4.07
Free Cash Flow/Net Income,0.03,-1.82,1.9,0.66,0.18,-0.3,0.15,0.28,0.01,-0.85,-9.53
