Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,0.26,-32.51,-4.74,14.55,20.51,5.98,18.7,15.0,61.05,-30.69,
3-Year Average,3.73,-11.56,-13.62,-9.7,9.55,13.52,14.88,13.1,30.03,8.68,
5-Year Average,6.12,-3.62,-6.42,-5.47,-2.31,-1.22,10.59,14.84,22.94,10.06,
10-Year Average,10.56,5.0,1.09,1.05,2.42,2.38,3.24,3.66,7.8,3.69,
