Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,34.09,11.52,5.16,29.18,22.55,3.5,4.9,-3.92,-5.41,4.17,
Free Cash Flow Growth % YOY,37.65,7.92,9.38,27.37,21.66,3.66,5.65,-9.73,-4.43,-2.16,
Cap Ex as a % of Sales,1.08,2.28,0.86,1.26,1.75,1.75,1.52,3.64,3.21,5.36,5.73
Free Cash Flow/Sales %,31.92,33.23,31.51,30.22,35.28,36.51,37.47,33.86,33.4,32.08,32.94
Free Cash Flow/Net Income,1.3,1.38,1.38,1.26,1.31,1.24,1.31,1.3,1.39,1.3,1.3
