Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,84.26,83.85,82.23,81.97,82.04,82.12,81.19,80.55,80.78,80.52,79.84
Gross Margin,15.74,16.15,17.77,18.03,17.96,17.88,18.81,19.45,19.22,19.48,20.16
SG&A,4.38,3.81,4.6,4.68,4.42,4.41,4.94,5.44,5.63,5.65,5.22
R&D,,,,,,,,,,,
Other,4.41,4.53,3.42,3.34,3.84,4.42,4.47,4.22,6.01,8.72,9.12
Operating Margin,6.95,7.81,9.74,10.02,9.7,9.05,9.39,9.79,7.58,5.11,5.82
Net Int Inc & Other,-2.02,-1.82,-1.75,-2.07,-2.05,-2.23,-2.5,-2.25,-3.25,-3.73,-2.68
EBT Margin,4.93,5.99,8.0,7.95,7.64,6.82,6.89,7.54,4.33,1.38,3.14
