Key Operating Income %,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Year over Year,,,-4.19,-47.55,-23.62,44.91,,,,,
3-Year Average,,,6.75,-18.4,-27.33,-16.58,,-13.17,,,
5-Year Average,,,19.9,-2.13,-13.39,-9.67,,-21.21,,,
10-Year Average,,,13.52,8.32,18.0,15.87,,-5.44,,,
