Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,8.27,-6.16,-6.35,3.64,1.26,-28.75,9.55,3.61,5.19,6.55,5.14
3-Year Average,8.85,1.91,-1.64,-3.07,-0.58,-9.24,-7.54,-6.83,6.09,5.11,
5-Year Average,7.18,5.65,2.54,0.54,-0.03,-8.06,-5.16,-3.23,-2.94,-1.95,
10-Year Average,6.72,5.48,4.07,3.72,3.0,-0.73,0.1,-0.39,-1.21,-0.99,
