Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,8.95,17.97,25.94,-22.16,-5.07,9.68,2.94,-10.84,8.0,-3.44,44.88
3-Year Average,-0.01,5.73,17.42,4.97,-2.37,-6.76,2.34,0.22,-0.29,-2.4,
5-Year Average,2.27,3.7,8.24,2.99,3.65,3.79,1.0,-5.75,0.63,0.98,
10-Year Average,16.49,14.7,13.56,9.82,3.58,3.03,2.34,1.0,1.81,2.3,
