Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,18.24,7.46,-20.19,6.72,23.33,8.41,2.77,14.29,4.01,8.39,6.6
3-Year Average,14.99,13.29,0.47,-2.91,1.65,12.58,11.17,8.39,6.9,8.81,
5-Year Average,11.39,12.05,5.45,4.37,5.94,4.12,3.2,10.88,10.31,7.5,
10-Year Average,15.72,14.2,9.67,7.06,9.45,7.7,7.53,8.13,7.3,6.72,
