Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,16.71,-11.86,9.65,38.08,8.64,-5.22,-2.65,-6.04,-23.19,1.23,
Free Cash Flow Growth % YOY,17.46,-26.94,40.0,33.86,-6.06,2.61,4.17,-3.14,-25.51,-0.37,
Cap Ex as a % of Sales,5.7,8.5,3.45,4.35,6.53,4.79,3.5,2.86,2.88,3.17,2.63
Free Cash Flow/Sales %,24.84,17.6,21.35,21.93,16.93,17.1,17.84,17.85,14.68,14.69,18.04
Free Cash Flow/Net Income,2.65,9.28,2.1,1.67,1.74,2.14,1.77,1.95,3.55,1.59,1.57
