Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,7.2,0.19,-1.95,-17.76,4.14,20.67,22.06,-0.21,33.84,-9.6,
Free Cash Flow Growth % YOY,16.96,7.11,1.16,-24.28,0.1,25.56,25.5,-3.94,37.7,-11.84,
Cap Ex as a % of Sales,2.07,1.47,1.29,1.61,1.75,1.65,1.64,1.8,2.07,2.02,1.52
Free Cash Flow/Sales %,8.85,9.51,10.82,7.48,6.64,7.66,9.0,7.92,10.7,9.02,10.09
Free Cash Flow/Net Income,1.15,1.59,1.76,1.26,1.32,1.16,1.22,1.02,1.15,0.94,1.29
