Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,16.68,16.48,21.41,11.81,14.93,11.7,14.34,10.67
Gross Margin,,,,83.32,83.52,78.59,88.19,85.07,88.3,85.66,89.33
SG&A,,,,,,104.17,162.99,96.23,111.46,85.22,91.51
R&D,,,,,,,,,,,
Other,,,,64.42,83.31,,,,4.13,,
Operating Margin,,,,19.08,0.27,-25.58,-71.31,-5.24,-17.2,1.69,-1.83
Net Int Inc & Other,,,,-4.18,-3.15,-2.15,-0.77,0.16,,,
EBT Margin,,,,14.9,-2.88,-27.73,-72.08,-5.08,-17.2,1.69,-1.83
