Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,100.0,,,,,,
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,,,,,20.26,,,,,,
R&D,,,,,,,,,,,
Other,,,,,103.5,,,,,,
Operating Margin,,,,,-23.76,,,,,,
Net Int Inc & Other,,,,,6.26,,,,,,
EBT Margin,,,,,-17.5,,,,,,
