Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,44.27,-23.67,79.41,-25.54,-45.92,21.27,-49.64,7.17,-83.8,663.55,
Free Cash Flow Growth % YOY,77.6,-25.55,91.7,-24.34,-55.09,22.38,-61.26,-3.77,,,
Cap Ex as a % of Sales,1.74,1.49,1.6,0.78,1.38,1.59,1.54,1.85,2.72,1.38,1.47
Free Cash Flow/Sales %,12.71,8.97,17.64,10.58,4.72,5.66,2.32,2.16,-2.08,3.77,3.52
Free Cash Flow/Net Income,-7.83,4.72,2.09,0.6,1.35,2.66,-1.33,1.0,0.12,-0.91,-0.81
