Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,22.8,21.48,19.45,18.92,20.87,21.22,21.24,25.15,25.24,26.65,26.31
Gross Margin,77.2,78.52,80.55,81.08,79.13,78.78,78.76,74.85,74.76,73.35,73.69
SG&A,32.71,32.53,31.56,30.57,32.45,33.24,30.83,33.75,32.73,30.4,29.36
R&D,18.71,18.85,19.81,21.17,20.67,23.35,24.18,25.15,26.71,24.85,28.27
Other,4.0,33.43,3.58,1.07,3.25,,,,,,
Operating Margin,21.77,-6.29,25.59,28.28,22.76,22.19,23.76,15.95,15.32,18.1,16.07
Net Int Inc & Other,-0.97,-0.13,-1.05,,-0.74,1.74,1.72,-0.65,-1.34,-2.2,-3.58
EBT Margin,20.81,-6.42,24.54,28.28,22.03,23.93,25.48,15.3,13.98,15.9,12.48
