Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,13.61,2.84,-0.8,13.69,21.19,1.24,7.27,2.28,-2.82,-10.16,-8.61
3-Year Average,13.87,10.24,5.05,5.07,10.98,11.73,9.59,3.57,2.16,-3.7,
5-Year Average,14.88,13.63,8.54,8.6,9.81,7.31,8.22,8.88,5.52,-0.61,
10-Year Average,12.74,11.35,9.83,9.78,11.24,11.03,10.89,8.71,7.05,4.47,
