Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,42.75,71.93,5.71,20.6,32.39,26.09,22.79,33.14,6.71,19.34,3.31
3-Year Average,38.43,52.39,37.41,29.9,19.06,26.27,27.03,27.27,20.38,19.25,
5-Year Average,31.45,42.65,36.97,35.17,32.88,29.62,21.18,26.9,23.83,21.29,
10-Year Average,,,,27.0,29.29,30.53,31.48,31.84,29.38,26.95,
