Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,537.97,,,-23.86,,,54.27,-14.99,
Free Cash Flow Growth % YOY,,,,,,-33.7,,,3200.0,-91.21,
Cap Ex as a % of Sales,0.94,2.42,3.71,3.36,2.04,2.77,6.57,5.43,1.41,5.95,7.09
Free Cash Flow/Sales %,-2.25,-0.75,8.93,-11.54,5.19,4.63,-26.75,0.22,7.57,0.57,-2.94
Free Cash Flow/Net Income,0.84,-0.14,1.29,-3.61,2.02,2.08,0.73,0.05,1.29,0.1,-0.5
