Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,107.37,-46.7,-35.24,-44.12,84.21,-1.43,13.04,21.79,8.42,27.18,20.0
3-Year Average,110.9,24.05,-10.55,-42.22,-12.64,0.49,27.09,10.72,14.29,18.87,
5-Year Average,89.79,24.57,26.49,-7.13,-5.92,-18.93,-5.77,6.92,22.07,13.35,
10-Year Average,24.51,14.0,3.84,-2.9,17.46,24.04,8.34,16.29,6.48,3.27,
