Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,96.17,-49.65,-35.07,-42.31,90.31,7.41,15.41,23.34,9.54,30.55,
3-Year Average,103.41,18.68,-13.76,-42.65,-10.67,5.65,33.12,15.2,15.96,20.82,
5-Year Average,85.7,20.76,22.44,-8.94,-6.77,-17.36,-2.44,10.91,26.09,16.93,
10-Year Average,24.44,13.27,2.94,-4.48,15.82,23.88,8.54,16.53,7.16,4.41,
