Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-7.76,-57.55,-13.76,-21.71,215.08,-5.8,117.49,-65.51,37.83,393.28,
3-Year Average,27.96,-21.3,-30.36,-34.07,28.61,32.45,86.19,-10.94,1.11,32.85,
5-Year Average,18.62,-5.03,-5.17,-19.93,-3.59,-3.19,34.23,11.75,25.13,36.87,
10-Year Average,18.81,4.99,-0.83,-6.4,6.56,7.17,12.9,2.94,0.1,14.87,
