Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,-52.0,,,-895.0,,,,,,,
Free Cash Flow Growth % YOY,-625.0,,,,,,,,,,
Cap Ex as a % of Sales,6.82,11.53,9.56,26.8,55.06,39.92,16.87,18.28,19.25,23.61,23.61
Free Cash Flow/Sales %,32.99,11.0,12.3,-4.81,-43.18,-28.06,-0.29,-12.63,-5.49,-9.31,-9.31
Free Cash Flow/Net Income,0.86,0.56,0.76,-0.49,-5.12,-2.46,-1.61,0.74,0.66,1.01,1.01
