Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,55.37,244.32,5.41,-32.75,8.33,-99.42,,
3-Year Average,,,40.2,,,77.99,34.64,-8.42,-83.8,,
5-Year Average,,,,10.48,71.28,,,32.66,-56.59,,
10-Year Average,,,,,,,,,-30.75,,
