Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,54.38,65.71,64.62,60.23,48.56,47.98,45.08,44.49,43.89,41.2,40.69
Gross Margin,45.62,34.29,35.38,39.77,51.44,52.02,54.92,55.51,56.11,58.8,59.31
SG&A,8.33,10.58,11.03,10.2,10.15,10.07,10.56,10.25,12.02,9.59,8.58
R&D,16.88,24.99,27.32,23.96,25.08,26.8,32.35,29.05,26.57,21.17,18.76
Other,,0.78,,-1.61,,,,,2.61,0.04,
Operating Margin,20.41,-2.06,-2.97,7.22,16.22,15.15,12.01,16.21,14.91,27.99,31.97
Net Int Inc & Other,1.59,0.81,0.5,0.44,0.38,0.32,0.34,-0.09,-0.08,-0.42,-0.31
EBT Margin,22.0,-1.25,-2.47,7.65,16.59,15.47,12.35,16.13,14.83,27.57,31.66
