Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,6.97,0.5,17.96,21.56,24.0,12.2,5.38,-6.52,-41.37,,218.18
3-Year Average,29.67,11.79,8.24,12.95,21.15,19.15,13.6,3.39,-16.72,,
5-Year Average,17.79,18.86,20.92,14.91,13.84,14.93,16.02,10.75,-4.28,,
10-Year Average,12.77,15.99,12.55,25.19,15.08,16.35,17.43,15.72,4.88,,
