Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,16.02,16.7,-15.01,29.35,22.31,7.48,14.65,3.88,-3.47,-13.91,-12.84
3-Year Average,15.13,14.68,4.79,8.66,10.38,19.36,14.65,8.58,4.76,-4.78,
5-Year Average,11.27,15.11,8.64,10.64,12.73,11.02,10.63,15.16,8.61,1.24,
10-Year Average,5.49,6.73,7.68,9.89,12.01,11.15,12.85,11.85,9.62,6.83,
