Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,18.33,-43.4,8.63,87.35,16.95,-15.97,9.74,1.46,-15.5,23.09,35.48
3-Year Average,18.22,-5.54,-10.06,4.83,33.52,22.56,2.55,-2.2,-2.01,1.81,
5-Year Average,37.63,10.04,0.32,11.4,9.78,2.51,17.03,15.44,-1.55,-0.54,
10-Year Average,11.27,5.19,4.42,12.43,25.86,18.78,13.48,7.61,4.72,4.49,
