Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,114.67,,,-9.93,37.8,-68.49,301.55,,
3-Year Average,,,,,75.05,31.05,,-26.87,20.36,,
5-Year Average,,,,,,,46.1,-0.46,,,
10-Year Average,,,,,,,,,,,
