Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,66.58,67.08,64.04,62.3,63.42,62.66,62.86,63.21,61.16,60.93,61.13
Gross Margin,33.42,32.92,35.96,37.7,36.58,37.34,37.14,36.79,38.84,39.07,38.87
SG&A,21.23,21.27,22.67,29.03,26.2,26.21,24.59,24.7,25.57,25.23,23.19
R&D,,,,,,,,,,,
Other,1.21,2.81,-0.08,0.75,0.61,0.75,1.3,2.62,-16.74,3.93,3.35
Operating Margin,10.98,8.83,13.37,7.93,9.77,10.39,11.25,9.47,30.02,9.91,12.33
Net Int Inc & Other,-1.67,-3.06,-3.19,-5.62,-4.52,-5.32,-4.47,-2.01,-3.42,-4.3,-3.26
EBT Margin,9.3,5.77,10.18,2.31,5.25,5.07,6.78,7.46,26.6,5.61,9.07
