Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,74.99,75.91,73.29,69.81,65.62,72.14,72.71,76.4,73.89,72.23,73.75
Gross Margin,25.01,24.09,26.71,30.19,34.38,27.86,27.29,23.6,26.11,27.77,26.25
SG&A,3.31,3.23,3.71,4.11,19.02,19.09,20.5,19.78,22.35,24.48,21.8
R&D,,,,,,,,,,,
Other,13.53,13.13,13.74,14.29,,,,,,,
Operating Margin,8.36,8.37,8.31,11.03,15.35,8.77,6.8,3.82,3.77,3.29,4.45
Net Int Inc & Other,1.46,1.18,-0.17,1.3,-0.36,-0.4,-0.58,-0.44,-0.35,-0.46,-0.42
EBT Margin,9.82,9.54,8.14,12.33,14.99,8.37,6.21,3.39,3.41,2.84,4.03
