Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,20.03,5.89,8.12,16.44,-0.61,12.36,-0.97,0.69,-0.82,-16.45,
Free Cash Flow Growth % YOY,20.92,1.84,10.53,18.15,-10.43,20.0,1.61,2.72,-2.85,-18.07,
Cap Ex as a % of Sales,5.71,6.16,6.43,6.31,6.27,5.79,5.44,5.23,5.76,5.4,5.08
Free Cash Flow/Sales %,19.07,17.54,19.98,20.83,14.08,16.38,17.06,17.85,18.0,15.61,16.34
Free Cash Flow/Net Income,0.92,0.96,0.91,0.62,0.76,0.87,0.93,1.16,1.08,1.0,1.34
