Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,44.41,43.72,42.59,45.0,46.29,47.69,50.75,50.98,51.6,53.85,53.06
Gross Margin,55.59,56.28,57.41,55.0,53.71,52.31,49.25,49.02,48.4,46.15,46.94
SG&A,21.68,21.51,19.17,20.65,23.89,20.81,21.57,21.69,20.14,19.4,20.39
R&D,9.3,8.35,7.96,8.4,9.53,9.77,9.87,9.33,8.53,8.88,9.33
Other,,,,,,0.14,1.73,1.07,0.09,0.09,0.08
Operating Margin,24.61,26.42,30.28,25.95,20.28,21.58,16.09,16.94,19.64,17.79,17.14
Net Int Inc & Other,-0.09,0.54,-0.6,0.17,-0.14,-0.81,-0.79,-0.63,-0.02,-1.19,-0.91
EBT Margin,24.53,26.96,29.67,26.12,20.15,20.77,15.3,16.3,19.62,16.6,16.23
