Key Margins % of Sales,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,40.17,41.93,47.89,45.51,46.36,45.35,46.17,45.53,43.09,39.43,39.43
Gross Margin,59.83,58.07,52.11,54.49,53.64,54.65,53.83,54.47,56.91,60.57,60.57
SG&A,42.8,43.82,49.75,89.36,53.17,53.53,48.89,49.06,42.59,33.15,33.15
R&D,8.86,9.28,10.85,12.49,16.14,14.32,14.7,15.36,12.14,10.94,10.94
Other,-22.34,-23.31,-20.56,-24.51,-29.27,-28.1,-26.88,-18.04,-15.96,-15.34,-15.34
Operating Margin,30.51,28.28,12.07,-22.86,13.59,14.91,17.12,8.09,18.13,31.82,31.82
Net Int Inc & Other,0.47,0.8,0.6,-0.02,1.28,-2.77,-0.55,-0.23,-3.63,-2.15,-2.15
EBT Margin,30.98,29.08,12.67,-22.88,14.87,12.13,16.57,7.86,14.5,29.67,29.67
