Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,16.36,16.28,16.2,17.7,17.45,17.32,17.47,16.96,16.73,16.71,16.8
Gross Margin,83.64,83.72,83.8,82.3,82.55,82.68,82.53,83.04,83.27,83.29,83.2
SG&A,39.89,40.32,39.79,44.53,45.28,45.71,45.77,45.08,45.66,45.55,46.01
R&D,,,,,,,,,,,
Other,32.84,33.05,31.36,21.91,29.79,22.39,23.37,23.23,22.7,22.83,23.29
Operating Margin,10.9,10.34,12.65,15.86,7.48,14.59,13.39,14.74,14.92,14.91,13.9
Net Int Inc & Other,-6.47,-6.22,-5.99,-7.9,4.52,-5.82,-4.77,-5.31,-4.94,-3.32,-3.2
EBT Margin,4.43,4.12,6.66,7.96,12.0,8.77,8.62,9.43,9.97,11.59,10.7
