Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,,,0.18,0.36,0.12,0.23,0.44,0.26,0.23,0.2,0.16
R&D,,,,,,,,,,,
Other,,,-0.18,-0.36,-0.12,-0.23,-0.44,-0.26,-0.23,-0.2,-0.16
Operating Margin,,,58.43,73.99,73.42,38.2,42.81,48.7,54.1,59.57,54.87
Net Int Inc & Other,,,,,,,,,,,
EBT Margin,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
