Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,8.93,7.48,-21.98,19.61,11.76,-5.33,0.52,1.9,-16.14,-1.27,23.0
3-Year Average,10.04,7.49,-2.97,0.1,1.41,8.16,2.07,-1.02,-4.94,-5.51,
5-Year Average,14.15,12.0,2.24,3.0,4.08,1.19,-0.15,5.33,-1.89,-4.3,
10-Year Average,10.33,12.05,9.02,8.84,7.99,7.48,5.75,3.77,0.52,-0.2,
