Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,51.15,56.2,55.34,60.65,62.69,63.91,63.94,54.55,52.99,54.23,55.14
Gross Margin,48.85,43.8,44.66,39.35,37.31,36.09,36.06,45.45,47.01,45.77,44.86
SG&A,27.45,24.66,26.97,24.99,22.77,21.06,21.2,23.07,24.9,24.94,25.08
R&D,,,,,,,,,,,
Other,6.84,6.28,6.78,5.19,4.73,4.53,4.54,12.14,10.55,9.84,10.06
Operating Margin,10.57,9.6,7.74,9.16,9.81,10.49,10.33,10.24,11.57,11.0,9.72
Net Int Inc & Other,-1.25,-0.97,-0.75,-0.74,-0.63,-0.51,-0.41,-0.44,-0.41,-0.38,-0.41
EBT Margin,9.31,8.63,6.99,8.43,9.18,9.98,9.91,9.81,11.15,10.61,9.3
