Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,,,,,,426.81,35.9,39.01,37.25,37.25
Free Cash Flow/Sales %,,,,,,,-443.46,-7.84,-4.66,9.41,9.41
Free Cash Flow/Net Income,3.27,479.7,-4.03,-1.29,5.27,-0.49,16.73,1.96,-1.08,-0.38,-0.38
