Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,25.37,,,,,,73.33,44.23,24.0,,
3-Year Average,81.71,,,-5.9,,,-9.43,,45.81,21.38,
5-Year Average,60.04,,,17.69,,-18.61,,,5.85,,
10-Year Average,,,,,,14.13,14.02,18.28,11.61,3.33,
