Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,2.78,386.84,2.12,7.31,12.24,5.95,23.36,13.19,2.06,1.61,6.11
3-Year Average,3.86,70.51,72.24,74.73,7.15,8.47,13.63,13.94,12.53,5.49,
5-Year Average,5.57,46.74,40.99,40.28,43.83,44.7,9.96,12.25,11.13,8.94,
10-Year Average,,,,29.0,21.73,23.6,27.02,25.8,24.86,25.17,
