Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,48.44,51.59,27.65,32.58,24.36,24.24,19.29,22.43,10.93,9.63,
3-Year Average,47.41,47.89,42.15,36.9,28.15,27.0,22.61,21.97,17.45,14.19,
5-Year Average,,46.96,44.03,40.49,36.49,31.71,25.55,24.51,20.14,17.15,
10-Year Average,,,,,47.79,,35.83,33.91,29.92,26.45,
