Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,9.53,9.46,11.19,10.07,10.34,10.31,12.06,13.62,14.8,16.83,15.81
Gross Margin,90.47,90.54,88.81,89.93,89.66,89.69,87.94,86.38,85.2,83.17,84.19
SG&A,47.61,47.79,54.25,50.05,48.1,46.79,46.37,51.0,52.27,64.52,69.07
R&D,22.34,24.88,26.7,25.42,25.57,25.95,26.87,28.87,31.55,37.72,38.37
Other,,7.3,4.04,0.55,-0.06,3.72,2.17,1.71,1.33,5.53,1.71
Operating Margin,20.52,10.56,3.83,13.91,16.05,13.23,12.52,4.8,0.05,-24.6,-24.94
Net Int Inc & Other,1.12,0.35,1.11,0.03,0.33,0.18,-0.22,-1.5,-0.86,-1.19,-1.66
EBT Margin,21.64,10.91,4.94,13.94,16.38,13.41,12.31,3.3,-0.81,-25.79,-26.6
