Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,51.75,-8.31,-10.89,6.01,-16.36,9.81,6.25,-47.38,-50.23,
Free Cash Flow Growth % YOY,,76.44,-16.52,-19.57,3.99,-15.25,22.49,0.84,-65.96,-3.12,
Cap Ex as a % of Sales,2.92,2.53,3.23,3.28,3.57,3.08,2.85,6.8,7.0,0.9,0.76
Free Cash Flow/Sales %,6.3,9.8,8.45,6.18,6.37,5.7,7.49,14.97,5.61,5.8,6.51
Free Cash Flow/Net Income,0.91,1.39,1.26,0.89,1.15,-0.54,1.64,1.69,0.63,1.12,1.4
