Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,23.12,25.96,-7.18,23.44,8.68,-1.87,6.96,-0.9,4.99,2.72,-2.14
3-Year Average,28.52,20.07,12.91,13.01,7.59,9.6,4.49,1.32,3.63,2.24,
5-Year Average,39.0,38.48,19.94,14.68,14.07,9.01,5.5,6.89,3.48,2.32,
10-Year Average,,98.3,41.56,19.78,17.5,23.09,20.87,13.23,8.94,8.04,
