Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,-137.0,,,,
Free Cash Flow Growth % YOY,,,,,,,-137.0,,,,
Cap Ex as a % of Sales,,,,,,,,,,,
Free Cash Flow/Sales %,,,9.81,19.43,-3.09,21.09,17.76,12.63,22.32,18.17,10.06
Free Cash Flow/Net Income,,,1.64,-3.87,1.16,3.19,3.19,1.69,3.71,3.64,2.33
