Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,76.34,92.58,90.16,61.92,69.41,67.47,65.05,65.82,70.1,66.76,62.1
Gross Margin,23.66,7.42,9.84,38.08,30.59,32.53,34.95,34.18,29.9,33.24,37.9
SG&A,18.04,3.4,4.2,20.08,3.77,21.77,19.46,19.24,18.46,17.98,17.97
R&D,,,,,,,,,,,
Other,10.53,8.82,13.35,8.48,24.73,6.67,5.56,4.41,5.37,4.43,5.47
Operating Margin,-4.9,-4.8,-7.71,9.52,2.1,4.1,9.93,10.53,6.07,10.83,14.47
Net Int Inc & Other,0.54,-2.11,0.85,-0.67,-0.47,-0.7,-0.81,-0.8,-2.27,-0.85,-0.7
EBT Margin,-4.36,-6.91,-6.86,8.85,1.63,3.4,9.12,9.73,3.8,9.98,13.77
