Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,244.1,,,73.08,71.69,-86.89,893.18,-66.12,627.47,,
3-Year Average,,,-18.48,-35.17,,-26.97,30.75,-23.87,190.37,,
5-Year Average,,,,,9.99,-42.78,,5.57,40.68,,
10-Year Average,,,,,,,,,,,
