Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,,-30.75,-85.82,-26.59,,
3-Year Average,,,,,,,,,-58.38,,
5-Year Average,,,,,,41.27,,,,,
10-Year Average,,,,,,43.75,22.3,-11.27,-21.24,,
