Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,52.35,64.42,64.45,48.74,47.94,49.05,48.1,48.56,47.42,48.03,48.68
R&D,,,,,,,,,,,
Other,-52.35,-64.42,-64.45,-48.74,-47.94,-49.05,-48.1,-48.56,-47.42,-48.03,-48.68
Operating Margin,26.92,4.04,5.39,29.51,24.04,20.06,29.34,29.83,30.38,21.98,22.27
Net Int Inc & Other,,,,,,,-29.86,-11.12,-1.51,17.25,9.71
EBT Margin,26.92,4.04,5.39,29.51,24.04,20.06,-0.53,18.71,28.87,39.23,31.98
