Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-8.43,20.72,34.83,16.29,45.08,106.14,25.5,7.0,-6.65,14.23,4.34
3-Year Average,6.31,5.02,14.23,23.7,31.52,51.51,55.41,40.41,7.83,4.5,
5-Year Average,-1.1,-1.73,14.35,12.68,20.25,41.44,42.55,36.1,30.25,24.17,
10-Year Average,-9.52,2.64,4.08,21.27,8.87,18.27,18.36,24.76,21.15,22.2,
