Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,27.3,27.13,27.62,40.74,36.83,28.42,26.54
Gross Margin,,,,,72.7,72.87,72.38,59.26,63.17,71.58,73.46
SG&A,,,,,7.53,7.21,6.76,3.76,3.07,3.1,
R&D,,,,,,,,,,,
Other,,,,,-166.78,-117.74,-88.06,0.61,-7.99,-1.82,1.19
Operating Margin,,,,,231.95,183.4,153.68,54.89,68.09,70.3,72.27
Net Int Inc & Other,,,,,-28.59,-21.61,-7.79,18.2,25.04,39.35,49.06
EBT Margin,,,,,203.37,161.8,145.89,73.1,93.12,109.64,121.32
