Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,552.0,,,36.0,44.0,
Free Cash Flow Growth % YOY,,,,,,-685.0,,,,,
Cap Ex as a % of Sales,23.55,31.13,23.59,15.83,23.59,24.12,34.04,37.65,34.41,25.3,25.72
Free Cash Flow/Sales %,-1.66,-6.52,-3.8,11.52,6.82,5.95,-0.35,-2.5,3.19,13.83,12.5
Free Cash Flow/Net Income,-0.22,-0.72,-0.84,1.16,0.43,0.35,-0.02,-0.13,0.16,0.68,0.58
