Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,25.4,18.99,-24.2,-9.12,0.77,41.38,33.33,8.33,13.32,2.65,9.37
3-Year Average,28.48,24.68,4.19,-6.42,-11.46,8.99,23.85,26.87,17.85,8.01,
5-Year Average,,19.55,13.85,5.95,0.7,3.15,5.53,13.34,18.45,18.89,
10-Year Average,4.58,4.95,4.14,2.37,,,12.32,13.59,12.03,9.42,
