Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,-60.19,82.5,-64.56,52.17,-36.42,-15.87,
3-Year Average,,,,,,,-36.38,-0.53,-30.01,-6.63,
5-Year Average,,,,11.31,,,,,-24.27,-12.04,
10-Year Average,,,,8.6,4.52,5.22,-8.2,-2.47,-8.19,,
