Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,141.48,208.08,-71.97,26.3,-55.46,131.35,-37.66,
3-Year Average,,,,,,27.75,2.93,-45.98,9.18,-13.72,
5-Year Average,,,-4.87,26.52,,,,3.24,2.36,-25.64,
10-Year Average,,,-9.33,6.59,,,30.62,-0.9,13.8,,
