Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,,,,-32.81,51.38,10.8,
3-Year Average,,,,,,,106.16,,,4.06,
5-Year Average,,,,,,,,,54.88,,
10-Year Average,,,,,,,,,,,
