Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,2.21,,1.05,,,,,
Gross Margin,100.0,100.0,100.0,97.79,100.0,98.95,100.0,,,,
SG&A,,,,,4.67,5.08,5.39,5.74,9.77,9.31,9.3
R&D,,,,,,,,,,,
Other,221.01,511.47,173.93,-83.7,-24.55,23.38,13.55,-70.75,-69.72,-6.87,17.55
Operating Margin,9.05,-287.32,-74.02,174.54,-91.92,73.64,82.29,166.44,161.76,97.71,73.41
Net Int Inc & Other,-30.77,-143.3,44.52,-68.38,98.93,-44.44,-11.26,-55.76,-27.4,-51.34,-15.75
EBT Margin,-21.72,-430.62,-29.51,106.16,7.01,29.2,71.03,110.68,134.36,46.37,57.65
