Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,24.64,3.66,15.34,32.82,4.21,0.16,2.95,-0.13,-3.08,1.84,6.89
3-Year Average,23.88,17.37,14.22,16.67,16.87,11.5,2.42,0.98,-0.12,-0.48,
5-Year Average,18.81,18.02,17.85,19.89,15.58,10.64,10.48,7.34,0.79,0.32,
10-Year Average,12.12,10.17,10.23,12.61,14.39,14.65,14.19,12.47,9.93,7.68,
