Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,26.62,-14.84,-17.31,47.73,18.37,11.2,20.02,15.48,0.42,-8.72,15.3
3-Year Average,23.79,9.01,-3.75,1.32,13.08,24.82,16.46,15.51,11.65,1.92,
5-Year Average,25.46,18.38,5.96,9.61,9.29,6.49,14.05,21.93,12.87,7.16,
10-Year Average,,,,8.28,13.58,15.59,16.19,13.67,11.23,8.22,
