Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,78.49,75.83,73.45,75.98,74.74,74.65,77.29,74.01,73.34,73.01,73.01
R&D,,,,,3.12,,,,,,
Other,5.96,8.23,11.58,9.49,9.16,12.05,7.7,6.83,8.37,9.67,9.67
Operating Margin,13.6,9.29,12.21,13.52,12.29,13.24,14.73,18.71,17.77,17.12,17.12
Net Int Inc & Other,,,,,,,,,,,
EBT Margin,15.55,15.94,14.97,14.53,12.97,13.3,15.01,19.16,18.29,17.33,17.33
