Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,13.95,13.51,-17.52,17.57,21.92,13.25,6.14,12.25,3.63,2.4,11.81
3-Year Average,18.52,15.39,2.18,3.25,5.74,17.53,13.59,10.5,7.28,6.01,
5-Year Average,17.89,18.66,9.28,8.3,8.87,8.73,7.28,14.1,11.26,7.45,
10-Year Average,17.88,16.62,12.22,11.77,12.96,13.22,12.83,11.67,9.77,8.15,
