Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,52.58,-47.0,,,181.4,143.39,-15.45,20.48,16.17,38.02,
3-Year Average,35.94,33.78,,-54.57,-20.74,,79.57,35.35,5.77,24.54,
5-Year Average,,13.41,,-15.78,-16.63,-8.47,0.49,,51.97,31.79,
10-Year Average,5.09,-2.21,,-8.88,3.84,,6.76,5.1,13.13,4.82,
