Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,219.61,47.24,-79.58,,,117.46,-54.74,370.97,,,-50.0
3-Year Average,73.89,65.44,-1.32,,-35.97,40.88,,66.73,,,
5-Year Average,,,9.59,,4.32,-3.42,-23.72,42.9,,,
10-Year Average,7.38,23.97,-0.2,,,,,25.14,,,
