Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-53.77,28.57,29.11,18.87,16.54,5.32,20.57,3.72,-25.32,16.19,17.38
3-Year Average,-20.18,-11.84,-8.45,25.42,21.38,13.42,13.96,9.62,-2.25,-3.45,
5-Year Average,-8.06,-5.83,-3.33,1.01,1.23,19.35,17.83,12.78,2.77,2.71,
10-Year Average,-3.12,-0.85,3.15,3.81,5.43,4.75,5.34,4.41,1.89,1.97,
